feature,spearman,abs_spearman
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_decile,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_pos,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_log_sign,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_cbrt,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg_exp_clip,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_tanh_rank,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_tanh_abs,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_tanh_log1p,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_tanh_sqrt,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_tanh_sq,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_tanh_cube,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_tanh_inv,0.3332704262383082,0.3332704262383082
